NRO_NFS	VL_TOTAL	NRO_PEDIDO
14186	105,7	15466
14187	17,53	15471
14188	56,32	15472
14189	28,01	15473
14190	112,72	15479
14191	3336,82	14684
14193	1063,46	14601
14194	15316,67	14602
14195	15316,67	14596
14196	2819,36	14598
14197	3358,65	14597
14198	12429,27	14595
14199	81,59	15483
14200	43,24	15484
14201	5,79	15494
14202	3838,77	14574
14203	1,93	15358
14204	4241,11	14575
14205	24018,22	14611
14206	8535,04	15159
14207	9042,14	15046
14208	10884,55	15048
14209	3789,16	15050
14210	2044,48	15052
14211	2900,0	14445
14212	1960,0	14675
14213	264,02	14663
14214	6363,91	14664
14215	2142,85	13061
14216	2142,85	13062
14217	2142,85	13063
16541	6824,2	18010
14218	2142,85	13064
14219	2142,85	13074
14220	2142,85	13082
14221	2142,85	13083
14222	2142,85	13084
14223	2142,85	13086
14224	2142,85	13087
14225	2142,85	13090
14226	2142,85	13091
14227	2142,85	13092
14228	2142,85	13093
14229	2142,85	14619
14230	7300,0	14772
14233	8690,0	14644
14234	16,97	15508
14235	433,19	15509
14236	12,17	15510
14237	65,66	15511
14238	6,5	15517
14239	31,75	15518
14240	128,76	15519
14241	338,0	15392
14242	423,0	14579
14243	3125,95	14580
14251	732,68	14760
14252	30,53	14883
14253	256,4	15521
14254	55,53	15548
14255	2819,36	15128
14256	28,15	15565
14257	48,92	15566
14258	10,42	15567
14259	197,88	15579
14260	176,82	15552
14261	82,71	15557
14262	25,72	15560
14263	2500,0	999999
14264	36000,0	999999
14265	224,02	15421
18318	151,06	20620
14270	154,41	15599
14271	113,58	15600
14272	42,36	15607
15019	16,88	16166
14273	1,47	15608
14274	19,88	15619
14275	99,36	15605
14276	1492,87	15578
14277	7380,01	15181
14278	9320,0	15182
14279	50,66	15559
14280	815,0	15183
14281	785,0	15184
14282	13,0	15523
14283	4347,54	15353
14284	6848,07	15356
14285	1393,0	15180
14288	41,24	15630
14286	370,37	15656
14287	92,71	15629
14289	121,94	15633
14290	702,95	15648
14291	193,07	15649
14292	166,91	15650
14293	2464,82	15284
14294	1697,71	15285
14295	24,82	15525
14296	4150,57	15286
14297	7070,66	15287
14298	2532,65	15288
14299	8954,31	15154
14300	4354,71	15155
14301	50000,0	999999
14302	4447,31	14913
14303	1184,47	14914
14304	11460,54	15022
14305	9189,65	14915
14306	959,88	14916
14307	1184,47	14917
14308	3573,67	15023
14309	18,78	15530
14310	5,22	15563
14311	5155,96	14908
14312	7,88	15528
14313	6821,59	14909
14314	510,86	14910
14315	511,59	14911
14316	35,62	15644
14317	40,86	15645
14318	86,06	15646
14319	233,92	15402
14320	171,47	15651
14321	28,94	15653
14322	58,6	15654
14323	29,82	15655
14324	133,83	15657
14325	5298,9	15039
14326	8181,9	15043
14327	85,45	15561
14328	13400,0	15179
14329	1204,84	15163
14330	660,46	15164
14331	2040,64	15165
14332	121,75	15166
14333	293,31	15167
14334	146,98	15168
16561	5496,61	18340
14335	6139,53	15170
14336	4816,8	15169
14337	3910,42	15171
14338	4031,15	15172
14339	3588,77	15173
14340	188,73	15514
14341	31,86	15088
14342	649,85	15564
14343	8,88	15205
14350	2936,3	999999
14344	2132,55	15703
14345	3600,0	14900
14346	2,0	15139
14347	484,18	14902
14348	1818,18	14967
14351	652,06	999999
14352	13858,16	15080
14353	21,08	15562
14354	3213,42	15081
14355	17052,87	15082
14356	17,58	15620
14357	12000,0	15310
14358	13858,16	15080
14359	1200,86	14934
14360	8299,13	14935
14361	33,75	15660
14362	103,95	15661
14363	48,31	15662
14364	105,75	15665
14365	71,91	15671
14366	13,59	15672
14367	90,59	15702
14368	227,66	15699
14369	196,64	15705
14370	5,79	15706
14371	0,0	999999
14372	40,0	15780
14373	6382,75	14307
14374	2341,54	14308
14375	3946,99	14309
14376	3685,11	14310
14377	3871,8	14311
14378	25925,34	14449
14379	15154,47	14312
14380	4056,72	14313
14381	12223,98	14314
14382	57321,77	15001
14383	27691,81	14450
14384	26840,91	14315
14390	517,13	14466
14391	5885,59	15569
14392	170,26	15674
14393	860,38	13870
14394	11464,35	15001
14395	5185,07	14449
14396	5368,18	14315
14397	5538,35	14450
14398	4190,0	15185
15020	209,56	16161
14399	330,01	15187
14400	224,46	15701
14401	8,01	15708
14402	127,94	15729
14403	50,17	15740
14404	7,86	15742
14405	24,2	15743
14406	18,93	15746
14407	13,93	15748
14408	26,01	15762
14409	49,94	15778
14410	36,62	15779
14411	6,49	15747
14412	7,36	15777
14413	5,78	15761
14414	11,07	15727
14415	95,24	15790
14416	0,27	15781
14417	6,52	15786
14418	4655,93	15131
14419	2029,49	15132
14420	5763,44	15133
14421	2078,04	15134
14422	4510,7	15317
14423	526,84	15318
14424	5184,28	15319
14425	621,56	15320
14426	625,03	15452
14427	6979,93	15453
14428	8239,52	15454
14429	1653,4	15787
14430	2703,86	15808
14431	652,16	15825
14432	364,13	15828
14433	2875,77	15430
14434	4,65	15767
14435	1656,91	15431
14436	1385,51	15432
14437	14936,07	15433
14438	8937,99	15434
14439	9707,74	15435
14440	12,17	15789
14441	3,16	15819
14442	52,52	15822
14443	20,25	15823
14444	40,1	15824
14445	104,87	15827
14446	289,9	15832
14447	46,68	15833
14448	52,47	15834
14449	38,03	15835
14450	11,87	15837
14451	44,07	15831
14452	323,13	15836
14453	52,7	15730
14454	165,74	15849
14455	87,88	15851
14456	175,92	15854
14457	96,6	15856
14458	24,34	15859
14461	1194,46	15239
14459	20,92	15852
14460	2000,0	15162
14462	372,41	15240
14463	4650,63	15241
14464	5,89	15800
14465	8053,35	15242
14466	2173,6	15243
14467	22,82	15769
16542	37914,15	18059
14468	4961,05	15381
14469	812,87	15382
14470	4526,99	15195
14471	5990,0	15196
14472	5099,99	15197
14473	8,85	15803
14474	733,28	15495
14475	2607,75	15496
14476	52,62	15805
14477	35544,38	15547
14478	12959,65	15498
14479	85,77	15676
14480	56,68	15881
14481	8001,85	15614
14482	73,02	15864
14483	239,36	15868
14484	82,08	15872
14485	92,76	15873
14486	8,53	15875
14487	99,11	15889
14488	7,73	15867
14489	95,24	15900
14490	14,78	15841
14491	227,79	15842
14492	225,42	15843
14493	113,94	15844
14494	2325,95	15846
14495	332,43	15871
14496	45,64	15902
14497	169,2	15903
14498	72,18	15904
14499	335,9	15878
14500	6948,48	15474
14501	1586,24	15475
14502	5494,47	15476
14503	3049,81	15477
14504	9077,25	15446
14505	37,25	15802
14506	791,37	15447
14507	755,62	15448
14508	9,72	15771
14509	3727,05	15449
14558	165,0	15920
14510	9989,68	15450
14511	38,13	15768
14512	11188,22	15223
14513	117,91	15456
14514	10857,76	15224
14515	58,14	15485
14516	805,78	15225
14517	1022,87	15226
14518	3313,1	15227
14519	18,75	15460
14520	1285,39	15228
14521	2964,68	15229
14522	5574,86	15230
14523	57,45	15457
14524	11010,27	15266
14525	49,37	15615
14526	117,77	15906
14527	6,36	15907
14528	375,98	15908
14529	37,04	15910
14530	1,09	15911
14531	58,13	15913
14532	157,17	15914
14533	53,59	15918
14534	361,0	15604
14535	4220,0	15606
14536	3990,01	15609
14537	3760,0	15610
14538	717,52	15554
14539	1826,73	15555
14540	8455,76	15556
14541	15197,35	15478
14542	1321,39	999999
14543	1321,39	15480
14544	3450,0	15393
14545	306,0	15231
14546	306,01	15232
14547	4590,0	15233
14548	7013,99	15234
14549	1325,4	15343
14550	4432,67	15235
14551	1190,0	15264
14552	5386,0	15265
14553	5372,07	15289
14554	3089,14	15611
14555	6915,01	15612
14556	393,47	15613
14557	0,28	15919
14559	297,0	14765
14560	279,34	14766
14561	1381,18	14767
14562	2385,84	14768
14563	1675,14	14770
14564	632,44	14771
14565	222,73	15336
14566	6305,19	15636
14567	6139,37	15638
14568	5079,83	15663
14569	6476,98	15818
14576	108,0	15988
14570	4178,66	15821
14571	8,89	15840
14572	71,27	15809
14573	187,71	15811
14574	5968,12	15820
14575	12,18	15962
14577	60,14	15989
14578	160,35	15990
16543	7783,3	18061
14579	5,72	15991
14580	37,05	15992
14581	2,91	15993
14582	13,43	15995
14583	28,05	15996
14584	8154,94	15499
14585	11000,0	15568
14586	2660,31	15422
14593	16,94	16015
14587	5600,0	15313
14588	490,94	15272
14589	5965,13	15273
14590	10525,23	15274
14591	2219,54	15275
14594	170,94	16017
14595	162,56	16018
14596	15,59	16019
14592	1823,68	999999
16544	5999,53	18062
14597	370,27	16020
14598	408,8	16031
14599	139,1	16033
14600	25,56	16032
14601	1046,6	15994
14602	5,25	16021
14603	23800,0	999999
14604	10062,65	15536
14605	3559,55	15540
14606	4923,79	15542
14607	28,62	15745
14608	13,73	15659
14609	168,52	15963
14610	16,91	16055
14611	9,38	16056
14612	139,35	16065
14613	25,83	16066
14614	20,41	16074
14615	26,32	16067
14616	4,53	16085
14617	2995,94	15592
14618	373,48	15594
14619	373,48	15596
14620	16,66	16007
14621	4500,0	15783
14622	7,05	16092
14623	2929,99	15711
14624	6410,0	15712
14625	11,78	16004
14626	10,58	16103
14627	25,26	16104
14628	35,43	16107
14629	175,5	16108
14630	46,22	16140
14631	462,64	16142
14632	140,59	15954
15456	40,0	17185
14634	30000,0	999999
14635	263,69	15717
14636	809,19	15718
14637	361,0	15719
14638	269,55	15720
14639	555,91	15721
14640	4286,71	15722
14641	5267,46	15724
14642	1970,91	15725
14643	154,44	15792
14644	313,01	15793
14645	36,06	16012
14646	91,04	16005
14647	8,76	16090
14648	7667,5	15814
14649	3,76	16030
14650	5133,48	15815
14651	4969,29	15683
14652	2000,0	15707
14653	21,9	16093
14654	1270,0	15726
14655	477,21	15366
14656	477,21	15367
14657	3925,87	15368
14658	1851,72	15369
14659	14,44	16072
14660	6605,09	15813
14661	576,88	15812
14662	5715,19	15816
14663	6951,74	15817
14664	2,17	16011
14665	206,17	16146
14666	15,13	16138
14667	6,3	16144
14668	27,43	16145
14669	559,6	16158
14670	7,7	16159
14671	70,04	16150
14672	633,07	15677
14673	4032,0	15784
14674	8,1	16083
14675	866,0	15785
14676	2,53	16086
14677	413,0	15359
14678	4510,0	15360
14679	13,36	16029
14680	3449,79	15678
14681	59,21	16009
14682	4280,49	15679
14683	378,86	15763
14684	5198,8	15764
14685	1456,46	15765
14686	1469,86	15861
14687	1699,23	15862
14688	6,9	16172
14689	501,57	16177
14690	425,39	16176
14691	51400,0	999999
14692	7,39	16200
14693	23,76	16198
14694	70,7	16201
14695	59,61	16202
14696	21,43	16204
14697	685,7	15728
14698	830,0	15943
14699	1590,0	15950
14700	4980,0	15947
14701	6400,0	15960
14702	1140,0	15948
14703	2560,0	15951
14704	22,09	16206
14705	417,29	16209
14706	487,2	16211
14707	53,59	16216
14708	40,82	16225
14709	8928,42	15869
14710	35276,16	15616
14711	8,19	16073
14712	4723,84	15617
14713	8000,0	16025
14714	2030,27	15772
14715	602,65	16079
14716	510,02	15850
14717	13,15	16213
16545	139,77	18496
14718	1492,0	999999
14719	5000,0	15857
14720	40,0	16263
14721	34,89	16253
14722	215,44	16254
14723	3,83	16257
14724	365,4	16232
14725	529,59	15520
14726	29380,0	999999
14727	164,1	16286
14728	1377,04	15558
14729	204,4	16261
14730	28,64	16262
14731	799,01	16278
14732	50600,0	999999
14733	7,7	16285
14734	128,71	16290
14735	121,59	16298
14736	6,38	16297
14737	88,32	16316
14738	8500,0	15684
14739	2500,0	15882
14740	3695,24	15923
14741	24,91	16167
14758	10390,33	15788
14759	942,91	16052
14760	6430,11	16078
14761	7544,03	16076
14762	2033,02	16203
14763	5,36	16034
14764	54,42	16035
14765	2581,48	16183
14766	146,55	16322
14767	3000,0	15631
14768	146,55	16322
14769	121,82	16334
14770	85,41	16321
14771	21,2	16199
14772	3,07	16247
14773	31,59	16330
14774	59,88	16331
14775	8,3	16332
14776	32,94	16340
14777	54,06	16197
14778	6,06	16343
14779	133,98	16344
14780	13,45	16345
14781	84,87	16346
14782	17,34	16358
14783	82,64	16349
14784	130,16	16350
14807	828,74	16380
14785	14,84	16357
14786	2,64	16329
14787	22,08	16352
14788	24,06	16362
14789	106,47	16376
14790	106,47	16377
14791	106,47	16378
14792	106,47	16379
14793	106,47	16376
14794	106,47	16377
14795	106,47	16378
14796	106,47	16379
14797	84000,0	999999
14846	1166,78	16244
14798	20,5	16368
14799	117,04	16370
14800	35,33	16386
14801	301,43	16391
14802	9,88	16388
14803	19,36	16392
14804	24,06	16395
14805	581,46	16394
14806	4,48	16387
14808	2280,11	16371
14809	2280,09	16371
14810	17000,01	16062
14811	376,9	15955
14812	4273,94	15957
14813	2880,3	15958
14814	392,86	15959
14815	8401,8	15791
14816	2567,44	15666
14817	1058,97	16069
14818	1060,33	16070
14819	7775,91	16229
14820	5507,12	16230
14821	10594,37	16233
14825	1110,78	16234
14826	10390,35	16182
14827	7465,8	16054
14828	1066,43	16106
14829	7646,58	16080
14830	1047,02	16053
14831	11412,63	16208
14832	521,95	16235
14833	573,04	16236
14834	154,55	16237
14835	640,66	16238
14836	32,19	16239
14837	9337,63	16242
14838	7310,23	16241
14839	648,21	16243
14840	68,75	16284
14841	82,55	16419
14842	624,19	16420
14843	178,24	16421
14844	116,04	16374
14845	11412,63	16208
14847	1915,33	16245
14848	1694,75	16246
14849	7,88	16401
14850	37,3	16402
14851	106,51	16403
14852	110,58	16408
14853	25,0	16410
14854	66,42	16405
14855	2,18	16407
14856	171,99	16406
14857	254,51	16351
14858	0,0	999999
14859	373,13	999999
14860	281,36	999999
14861	186,56	999999
14862	6428,21	16165
14863	14,57	16412
14864	669,91	16418
14865	17,34	16422
14866	133,98	16423
14867	17,99	16437
14868	26,65	16427
14870	7192,59	15545
14869	44,4	16417
14871	1218,94	16114
14872	5513,05	16115
14873	651,07	16116
14874	5503,7	16117
14875	1044,48	15915
14876	2845,28	15916
14877	8248,91	15917
14878	444,18	16155
14879	4154,11	16059
14880	9600,0	16063
14881	95,24	16449
14882	44,18	16451
14883	189,51	16452
14884	42,18	16442
14885	40,26	16446
14886	20,33	16448
14887	10,0	16447
14888	14,41	16450
14889	323,15	16400
14890	14999,99	16064
14891	2279,56	16218
14892	698,12	16219
14893	327,08	16220
14894	5267,4	15880
14895	80,2	16162
14896	74,0	16456
14897	4314,42	16189
14898	637,0	15961
14899	1685,58	16191
14900	4304,82	16215
14901	31,24	14483
14902	409,66	14486
14903	6,44	14487
14904	4,73	14488
14905	10,42	14489
14906	85,53	14490
14907	0,63	14491
14908	4,13	14492
14909	1,62	14493
14910	18,64	14494
14911	5,28	14496
14912	47,67	14497
14913	47,64	14532
14914	17,71	14534
14915	3,09	14539
14916	9,25	14540
14917	3,19	14541
14918	21,21	14543
14919	18,67	16466
14920	186,57	16467
14921	2,99	16474
14922	17,04	16475
14923	21,92	16479
14924	39,48	16483
14925	52,58	16484
14926	17,9	16493
14927	178,92	16487
14928	276,42	16471
14929	15500,0	999999
14930	8307,91	16195
14931	7192,09	16196
14932	6486,0	16169
14933	816,01	16170
14934	1517,67	16095
14935	1517,67	16096
14936	2391,85	16152
14937	16,72	16464
14938	69,86	16472
14939	372,04	16113
14940	3710,0	16141
14941	5800,0	16143
14942	2035,22	16156
14943	5136,31	16027
14944	363,69	16028
14945	943,31	16264
14946	396,57	16265
14947	1393,2	16173
14948	186,29	16174
14949	432,44	16175
14950	556,16	16251
14951	7443,84	16341
14952	5146,2	16148
14953	513,8	16149
14954	37,19	16527
14955	15,51	16558
14956	77,96	16559
14957	21,35	16529
14958	21,53	16502
14959	8,16	16504
14960	60,44	16505
14961	60,05	16528
14962	3,14	16501
14963	3912,28	16180
14964	4396,09	16275
14965	5091,54	16276
14966	694,67	16277
14967	2799,03	16190
14968	1926,51	16192
14969	2372,66	16266
14970	7725,11	16267
14980	51,3	16468
14971	951,42	16389
14972	6508,09	16390
14973	370,0	16337
14974	4190,0	16338
14975	9520,0	16339
14976	3876,5	16153
14977	104,73	16154
14978	18466,0	999999
14979	18466,0	16109
14981	8877,0	999999
14982	4600,0	999999
14983	2330,0	999999
14984	90000,0	999999
14985	3607,53	999999
14986	267,32	16268
14987	6482,61	16300
14988	3605,27	16301
14989	808,64	16302
14990	10238,47	16304
14991	17638,54	15311
14992	22950,0	999999
14993	786,34	16214
14994	517,49	16554
14995	604,55	16533
14996	36,04	16563
14997	382,48	16565
14998	19,58	16572
14999	86,39	16573
15000	322,86	16602
15001	1191,19	16530
15002	2253,58	16531
15003	1012,33	16532
15004	377,14	16535
15005	676,96	16536
15006	2221,92	16354
15007	3778,89	16355
15008	3059,72	16411
15009	3743,86	16356
15010	813,12	16409
15011	350,0	15796
15012	5500,0	15797
15013	28,34	16071
15014	13989,99	15798
15015	29,24	16089
15016	4440,0	15799
15017	15,65	16084
15021	3607,53	16396
15022	914,69	16397
15023	9190,0	16398
15024	10350,0	16399
15025	960,0	16363
15026	286,0	16364
15027	9460,0	16366
15028	13080,0	16367
15029	4814,99	16365
15030	103,02	16589
15031	65,42	16590
15032	21,22	16624
15033	504,38	16625
15034	35,4	16626
15035	46,39	16628
15036	78,11	16627
15037	30,13	16629
15038	20,94	16612
15039	8340,0	16361
15040	92,63	16651
15041	43,08	16654
15042	23,76	16656
15043	10,03	16648
15044	156,03	16658
15045	74,75	16660
15046	3,25	16662
15047	10,45	16663
15048	20,76	16657
15049	28,05	16187
15050	365,4	16457
15051	33,92	16560
16546	262,3	18505
15052	73,09	16525
15053	1000,74	14842
15054	1000,74	14843
15055	1000,74	14834
15056	1000,74	14835
15057	1000,74	14836
15058	1000,74	14844
15059	1000,74	14845
15060	1000,74	14846
15061	1000,74	14847
15062	1000,74	14848
15063	1000,74	14849
15064	1000,74	14850
15093	249,52	16670
15065	1000,74	14851
15066	1000,74	14852
15067	1000,74	14853
15068	698,71	14796
15069	698,71	14797
15070	698,71	14800
15071	698,71	14801
15072	698,71	14803
15094	64,59	16672
15073	698,71	14804
15074	698,71	14805
15075	698,71	14806
15076	698,71	14807
15077	698,71	14808
15078	698,71	14811
15079	698,71	14814
15080	698,71	14816
15095	43,55	16698
15081	698,71	14817
15082	698,71	14824
15083	698,71	14825
15084	698,71	14826
15085	698,71	14827
15086	698,71	14828
15087	698,71	14809
15088	698,71	14810
15096	108,41	16699
15089	698,71	14829
15090	698,71	14830
15091	698,71	14831
15092	698,71	14832
15097	18,07	16700
15098	80,91	16683
15099	101,29	16632
15100	25,71	16636
15101	974,11	999999
15102	974,11	16635
15103	3453,72	14854
15104	3453,72	14864
15105	3453,72	14855
15106	3453,72	14865
15107	17,8	16684
15108	267,4	16637
15109	152,42	16655
15110	3453,72	14856
15111	3453,71	14866
15112	3453,72	14857
15113	677,08	15753
15114	4782,03	15754
15115	1189,94	15755
15116	1392,3	15757
15117	5428,23	15758
15118	158,72	15759
15119	2607,81	15760
15120	7,02	15999
15121	12,17	16001
15122	18527,0	16335
15123	3453,72	14867
15124	3453,72	14858
15125	3453,72	14868
15126	3453,72	14859
15127	3453,72	14860
15128	3453,72	14870
15129	3453,72	14861
15130	3453,72	14871
15131	3453,72	14862
16547	28,16	18506
15132	3453,72	14872
15133	3453,72	14863
15134	3453,72	14873
15135	124,29	16720
15136	46,06	16724
15137	20,25	16726
15138	99,26	16727
15139	152,71	16728
15140	73,27	16730
15141	5,36	16731
15142	14,03	16732
15143	129,23	16734
15144	29,66	16736
15145	20,29	16741
15146	262,53	16664
15147	3453,72	14869
15148	7192,33	14877
15149	444,11	15019
15150	444,11	15020
15151	7555,63	14875
15152	7202,46	14876
15153	2832,37	14879
15154	3798,91	14878
15155	3209,11	14833
15184	19558,42	16347
15156	4420,19	14874
15157	1022,2	16147
15158	3106,95	14877
15159	18000,0	999999
15160	3011,65	16269
15161	1257,92	16270
15162	7957,87	16271
15163	2742,75	16469
15185	147,09	16742
15164	3029,8	16470
15165	2389,09	16517
15166	817,12	16499
15167	491,37	16500
15168	136,37	16520
15169	3833,05	16521
15170	2027,94	16522
15171	10576,38	16430
15172	75000,0	16342
15173	2582,83	16435
15174	1104,17	16436
16548	127,24	18508
15175	5604,15	16432
15176	1150,98	16433
15177	1073,96	16438
15178	2105,99	16441
15179	11086,46	16440
15180	5292,23	16439
15181	9854,04	16492
15182	3480,38	16383
15183	594,96	16381
15186	67,98	16744
15187	52,68	16745
15188	115,71	16746
15189	7192,33	14880
15190	20000,0	16385
15191	171,13	16634
15192	1431,25	16608
15193	119,92	16669
15595	190,8	16126
15194	89,59	16725
15195	48,3	16722
15197	13012,44	16240
15196	484,39	16749
15198	64,13	16833
15199	2920,0	999999
15200	5533,71	16325
15201	8690,09	16324
15202	1312,34	16323
15203	1043,86	16382
15204	2920,0	16375
15205	4218,86	16369
15206	988,81	16518
15207	6700,0	999999
15208	14000,0	999999
15209	10630,0	999999
15210	11250,0	999999
15211	11250,0	16336
15212	21000,0	999999
15213	3000,0	999999
15214	72575,26	999999
15215	8822,0	999999
15216	80,41	16488
15217	160,46	16796
15218	6,19	16797
15219	71,86	16798
15220	128,01	16801
15221	62,98	16842
15222	59,85	16837
15223	6010,53	999999
15224	27400,0	999999
15225	10997,0	999999
15226	7023,36	999999
15227	6757,21	999999
15228	7023,36	999999
15229	628,0	16494
15230	8640,0	16495
15231	7520,0	16496
15232	650,0	16497
15233	6311,98	16609
15234	831,82	16610
15235	12687,17	16611
15236	11500,0	999999
15237	11500,0	16384
15238	96,62	16729
15239	187,63	16806
15240	26,66	16822
15241	62,06	16819
15242	94,82	16828
15243	206,64	16444
15244	16,64	16685
15245	120,0	16820
15246	11,22	16829
15247	15,8	16830
15248	89,6	16834
15249	87,8	16825
15250	54,1	16832
15251	59,75	16841
15252	1414,53	16718
15253	405,93	16831
15254	94,97	16840
15255	946,45	16847
15256	60,46	16853
15257	37,95	16854
15258	92,9	16859
15585	567,36	16102
15259	81,02	16850
15260	1301,92	16428
15261	440,11	16429
15262	7586,75	16434
15263	3425,0	16523
15264	1128,01	16463
15265	2510,57	16299
15266	0,0	999999
15267	15,0	16860
15268	21,6	16861
15269	6,05	16862
15270	74,09	16863
15271	6,5	16864
15272	3,02	16865
15273	48,41	16866
15274	25,78	16867
15275	26,9	16868
15276	41,42	16793
15277	63,31	16810
15278	26,99	16359
15279	149,39	16006
15280	21,06	16873
15281	22341,27	16099
15282	17091,21	16101
15283	13238,67	16689
15284	10352,55	16690
15285	8442,43	16372
15286	3509,68	16373
15287	693,08	16779
15309	2136,44	16546
15288	12000,0	16743
15289	8387,14	16771
15290	1330,38	16901
15291	1118,03	16905
15292	28,88	16874
15293	300,8	16188
15294	1222,6	16751
15295	7703,25	16752
15296	689,61	16762
16549	546,22	18511
15297	7703,25	16752
15298	689,61	16762
15299	1452,84	16763
15300	1963,74	16766
15301	4484,24	16767
15302	1121,95	16768
15303	4984,11	16769
15304	689,61	16770
15305	14144,9	16777
15306	11076,06	16778
15307	1222,6	16751
15308	5459,44	16764
15310	866,38	16548
15311	1392,83	16549
15312	3537,29	16550
15313	4071,35	16551
15314	469,97	16622
15315	222,38	16907
15316	18,6	16918
15317	28,72	16875
15318	417,23	16876
15319	24,66	16877
15320	14,15	16880
15321	33,45	16881
15325	17,81	16934
15326	92,68	16936
15322	4,96	16886
15323	2330,0	16557
15324	4,22	16882
15327	17,03	16938
15328	68,7	16942
15329	264,55	16943
15330	244,37	16955
15331	14,03	16956
15332	14,72	16921
15333	14755,0	16538
15334	1000,74	16694
15335	1000,74	16695
15336	1000,74	16696
15337	1000,74	16697
15338	1000,74	16710
15339	274,42	16489
15340	2314,74	16490
15341	2393,11	15863
15342	5450,93	15865
15343	3618,01	15866
15344	1753,89	16431
15596	325,05	16127
15345	7917,33	16443
15346	2,22	16971
15347	11,01	16974
15348	12,98	16981
15349	227,43	16957
15350	19,59	16972
15351	489,14	16973
15352	68,91	16979
15353	5,83	16980
15354	58,35	16987
15355	633,42	16989
15356	241,79	17000
15357	33,83	17006
15358	13,51	17023
15359	94,89	17024
15360	6,42	16970
15361	1713,03	16552
15362	1713,03	16552
15363	1061,05	16542
15364	851,17	16543
15365	425,48	16544
15366	22,61	17029
15367	325,6	17034
15368	935,36	17033
15369	19,49	17036
15370	138,92	16906
15371	7945,41	16555
15372	5367,53	16556
15373	11114,45	16581
15374	15042,7	16582
15375	1385,75	16985
15376	172,24	17059
15383	4795,69	16904
15378	20,0	17040
15379	11000,0	16958
15380	10999,99	16959
15381	52,77	17037
15382	321,58	17035
15384	14500,0	999999
15385	22800,0	999999
15386	9600,0	999999
15387	14000,0	999999
15388	1120,55	17065
15389	95,24	17102
15390	95,24	17103
15391	10630,0	16617
15392	588,85	16595
15393	7910,0	16597
15394	3188,08	16598
15395	11708,7	16794
15396	195,55	17066
15397	230,08	17068
15398	74,21	17070
15399	9,14	17073
15400	1,71	17069
15401	15042,68	16583
15402	20249,39	16584
15403	25709,1	16585
15404	350,0	16574
15405	686,0	16575
15406	8208,0	16576
15407	8670,0	999999
15408	21000,0	999999
15409	8,89	17114
15410	180,38	17093
15411	4,47	17095
15412	133,9	17100
15413	24,9	17104
15414	122,75	17107
15415	44,83	17109
15416	115,47	17111
15417	179,76	17117
15418	62,48	17108
15419	13000,0	999999
15420	20612,49	16578
15421	1216,5	16580
15422	7192,33	14881
15423	16,29	17121
15424	12,45	17122
15425	126,23	17123
15426	188,93	17124
15427	62,01	17125
15428	10,61	17128
15429	7,17	17127
15430	8873,7	16458
15431	8250,24	16460
15432	6874,14	16461
15433	5212,0	16459
15434	10747,32	16691
15435	7518,56	17025
15436	568,32	16923
15437	1278,31	17026
15438	1563,6	17105
15449	7436,85	999999
15450	16012,69	16579
15451	9399,99	16348
15452	453,37	16008
15453	453,37	16010
15454	4100,0	16013
15455	4330,0	16303
15457	95,14	17132
15458	95,14	17133
15459	124,72	17134
15460	438,18	17145
15461	51,01	17152
15462	60,9	17157
15463	21,46	17158
15464	103,2	17110
15465	416,37	17112
15466	8,59	17113
15467	1203,48	17067
15468	44,85	17163
15469	16,56	17188
15470	7192,33	14881
15471	2324,21	16600
15472	1522,95	16613
15473	13390,0	13256
15474	150,0	17216
15475	1163,17	16534
15476	1219,88	16537
15477	668,98	16539
15478	153,6	16540
15479	4903,9	16541
15480	780,28	16835
15481	1008,26	16711
15482	99,1	17160
15483	196,7	17161
15484	102,63	17192
15485	2,37	17194
15486	22,71	17197
15487	6,51	17212
15488	14,58	17219
15489	12500,0	999999
15490	8334,67	16619
15491	7995,23	16620
15492	1856,75	16618
15493	4600,0	16687
15494	14,16	17231
15519	2300,2	16781
15520	835,72	16782
15521	7991,77	16661
15523	39,48	17232
15524	53,61	17238
15525	145,5	17249
15526	56,06	17250
15527	42,11	17255
15528	49,35	17254
15529	29,0	17258
15530	55,4	17259
15531	5,97	17260
15532	6370,0	16792
15533	2644,47	16692
15534	1809,45	16693
15535	803,96	16836
15536	1632,81	16851
15537	18569,0	16969
15538	3934,25	16811
15539	1625,59	16812
15540	1140,16	16813
15541	15000,0	16961
15542	91,85	17261
15543	62,24	17263
15544	167,44	17262
15545	101,6	17265
15546	240,08	17314
15547	15,12	17297
15548	9,85	17298
15549	209,19	17317
15550	2603,14	16753
15551	3531,03	16754
15552	322,48	16756
15553	2472,54	16757
15554	1307,67	16759
15555	1002,53	16760
15556	11987,1	17041
15557	12739,14	17042
15558	11333,55	17043
15559	15729,6	17044
15560	21675,33	17045
15561	5037,63	17046
15562	5158,24	17048
15563	6771,16	17049
15564	1223,74	17050
15565	771,92	17051
15566	757,32	17052
15567	825,81	17053
15568	3010,2	17047
15569	1718,55	17264
15570	11987,1	17041
15571	5158,24	17048
15572	3010,2	17047
15573	14000,01	16712
15574	7439,1	16733
15575	8732,77	16735
15576	12344,21	16737
15577	13826,95	16738
15578	8256,96	16739
15579	101,02	17316
15580	385,44	17304
15581	112,25	17322
15582	52,69	17342
15583	127,04	17346
15584	19,26	17351
15586	33,66	17320
15587	30,5	17341
15588	68,35	17355
